Article ID,Label,Pattern,Entity,Publish Date,Article URL,possible reason,,original text,,category,
62570,ORG,the Eindhoven University of Technology,9/14/22 16:27,https://www.foxbusiness.com/technology/dutch-students-create-carbon-eating-electric-vehicle,,Should Exist,,,,Should Exist,
62607,ORG,GreenLatinos,,9/27/22 15:04,https://newsone.com/4417283/black-people-electric-cars/,"not find in wikidata entry, but could find on Google",,,,Other,
62607,ORG,EVNoire,,9/27/22 15:04,https://newsone.com/4417283/black-people-electric-cars/,"not find in wikidata entry, but could find on Google",,,,Other,
62607,ORG,nonpartisan research organization,9/27/22 15:04,https://newsone.com/4417283/black-people-electric-cars/,,not an organization,,,,Wrong Classification,
62607,ORG,Black and Latino,,9/27/22 15:04,https://newsone.com/4417283/black-people-electric-cars/,not an organization,,,,Wrong Classification,
63497,ORG,California Environmental Voters,,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,"not find in wikidata entry, but could find on Google",,,,Other,
63497,ORG,the California Teachers Association,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,,Should Exist,,,,Should Exist,
63497,ORG,the California Chamber of Commerce,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,,Should Exist,,,,Should Exist,
63497,ORG,Legislative Analyst’s Office,,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,encoding,,,,Encoding Issue,
63497,ORG,the California Democratic Party,,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,Should Exist,,,,Should Exist,
63497,ORG,the Clean Air Coalition,,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,"entry on wikidata is ""Coalition for Clean Air""",,,,Other,
63497,ORG,the Coalition for Clean Air,,10/17/22 4:47,https://ktvz.com/news/ap-national-news/2022/10/16/tax-the-rich-for-more-evs-california-democrats-split-2/,Should Exist,,,,Should Exist,
70173,ORG,Northwestern University’s Kellogg School of Management,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,,encoding,,,,Encoding Issue,
70173,ORG,CivicScience,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,"not find in wikidata entry, but could find on Google",,,,Other,
70173,ORG,AutoPacific,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,"not find in wikidata entry, but could find on Google",,,,Other,
70173,ORG,Manufacturers Association,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,"recognitive error, complete should be ""The Truck and Engine Manufacturers Association""",,,,Name Ambiguity,
70173,ORG,Daimler Truck,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,Should Exist,,,,Should Exist,
70173,ORG,Nissan Team,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,not an organization,,,,Wrong Classification,
70173,ORG,the Nissan Frontier,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,Should Exist,,,,Should Exist,
70173,ORG,Nissan EV,,4/1/24 10:10,https://jalopnik.com/elon-musk-is-turning-off-would-be-tesla-buyers-1851378245,not an organization,,,,Wrong Classification,
73059,ORG,The U.S. Postal Service,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,not an organization,,,,Wrong Classification,
73059,ORG,the South Atlanta Sorting,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,not an organization,,,,Wrong Classification,
73059,ORG,Delivery Center,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,name ambiguity,,,,Name Ambiguity,
73059,ORG,the federal department's,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,name ambiguity,,,,Name Ambiguity,
73059,ORG,deliverer,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,not an organization,,,,Wrong Classification,
73059,ORG,the Grumman Long Life Vehicle,,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,"entry on wikidata is ""Grumman LLV""",,,,Wrong Classification,
73059,ORG,Next Generation Delivery Vehicles,2/5/24 1:50,https://madison.com/mail-carriers-roll-out-electric-vans/article_20f9534d-b3ba-55ff-b579-d6cdaa60001f.html,,Should Exist,,,,Should Exist,
74286,ORG,the U.S. Court of Appeals,,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,need further define,,,,Name Ambiguity,
74286,ORG,the D.C. Circuit,,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,need further define (same with line166),,,,Name Ambiguity,
74286,ORG,Fox News Digital,,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,"not find in wikidata entry, but could find on Google",,,,Other,
74286,ORG,Kentucky Agriculture,,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,not an organization,,,,Wrong Classification,
74286,ORG,the Kentucky Department of Agriculture’s,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,,encoding,,,,Encoding Issue,
74286,ORG,the National Corn Growers Association,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,,Should Exist,,,,Should Exist,
74286,ORG,the American Fuel & Petrochemical,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,,name ambiguity (+and Manufacturers),,,,Name Ambiguity,
74286,ORG,the American Petroleum Institute,4/18/24 12:06,https://www.foxnews.com/politics/25-states-hit-biden-admin-legal-challenge-climate-crackdown-gas-cars,,Should Exist,,,,Should Exist,
74707,ORG,The Natural Resources Council of Maine,3/8/24 0:00,https://www.pressherald.com/2024/03/10/opinion-stronger-clean-car-standards-expand-consumer-choice-reduce-air-pollution/,,Should Exist,,,,Should Exist,
74707,ORG,the Advanced Clean Cars II,,3/8/24 0:00,https://www.pressherald.com/2024/03/10/opinion-stronger-clean-car-standards-expand-consumer-choice-reduce-air-pollution/,not an organization,,,,Wrong Classification,
74707,ORG,the Maine Legislature,,3/8/24 0:00,https://www.pressherald.com/2024/03/10/opinion-stronger-clean-car-standards-expand-consumer-choice-reduce-air-pollution/,Should Exist,,,,Should Exist,
74707,ORG,the Maine Department of Transportation and Efficiency Maine,3/8/24 0:00,https://www.pressherald.com/2024/03/10/opinion-stronger-clean-car-standards-expand-consumer-choice-reduce-air-pollution/,,name ambiguity,,,,Name Ambiguity,
76952,ORG,the Senate Environment and Public Works Committee,4/5/24 7:50,https://www.washingtontimes.com/news/2024/apr/5/joe-bidens-climate-change-rules-cost-nearing-1-tri/?utm_source=RSS_Feed&utm_medium=RSS,,name ambiguity,,,,Name Ambiguity,
78562,ORG,Brighteon.io,,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,"not find in wikidata entry, but could find on Google",,,,Other,
78562,ORG,Brighteon,,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,same as above,,,,Duplicated,
78562,ORG,HealthRangerStore.com,,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,not an organization,,,,Wrong Classification,
78562,ORG,Consumer Reports',,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,name ambiguity (should delete '),,,,Name Ambiguity,
78562,ORG,the Health Ranger Report,,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,Should Exist,,,,Should Exist,
78562,ORG,EV SPY: Electric,,3/29/24 22:01,https://www.naturalnews.com/2024-03-29-8-states-ban-sales-gas-cars-2032.html,not an organization,,,,Wrong Classification,
78799,ORG,Ford Motor Co.’s,,4/29/24 9:14,https://qz.com/ev-electric-car-california-charging-gas-stations-newsom-1851441960,encoding,,,,Encoding Issue,
78799,ORG,JD Power,,4/29/24 9:14,https://qz.com/ev-electric-car-california-charging-gas-stations-newsom-1851441960,"not find in wikidata entry, but could find on Google",,,,Other,
78799,ORG,Tesla’s North American Charging Standard,4/29/24 9:14,https://qz.com/ev-electric-car-california-charging-gas-stations-newsom-1851441960,,encoding,,,,Encoding Issue,
78799,ORG,NACS,,4/29/24 9:14,https://qz.com/ev-electric-car-california-charging-gas-stations-newsom-1851441960,"not find in wikidata entry, but could find on Google",,,,Other,
78799,ORG,Tesla Superchargers,,4/29/24 9:14,https://qz.com/ev-electric-car-california-charging-gas-stations-newsom-1851441960,Should Exist,,,,Should Exist,
80130,ORG,Federal Chamber of Automotive Industries,2/21/24 6:34,https://www.smh.com.au/environment/climate-change/internal-documents-suggest-car-lobby-is-over-egging-price-hikes-20240221-p5f6mf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,,"not find in wikidata entry, but could find on Google",,,,Other,
80130,ORG,FCAI,,2/21/24 6:34,https://www.smh.com.au/environment/climate-change/internal-documents-suggest-car-lobby-is-over-egging-price-hikes-20240221-p5f6mf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"same entry as above, abbreviation",,,,Duplicated,
80130,ORG,EV Council,,2/21/24 6:34,https://www.smh.com.au/environment/climate-change/internal-documents-suggest-car-lobby-is-over-egging-price-hikes-20240221-p5f6mf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"not find in wikidata entry, but could find on Google",,,,Other,
80130,ORG,S&P Global Research,,2/21/24 6:34,https://www.smh.com.au/environment/climate-change/internal-documents-suggest-car-lobby-is-over-egging-price-hikes-20240221-p5f6mf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,not an organization,,,,Wrong Classification,
80130,ORG,the EV Council,,2/21/24 6:34,https://www.smh.com.au/environment/climate-change/internal-documents-suggest-car-lobby-is-over-egging-price-hikes-20240221-p5f6mf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,same as line191,,,,Duplicated,
